participant,poste,session,round_number,understanding_faults,treatment,group_uid,paid_round,dictator,extraction,extraction_group,approbation,nb_approbation_yes_in_group,nb_approbation_no_in_group,approbation_group,extraction_dictateur,extraction_group_applied,extraction_applied,payoff,svo_group_uid,svo_choice_1,svo_choice_2,svo_choice_3,svo_choice_4,svo_choice_5,svo_choice_6,svo_mean_self,svo_mean_other,svo_score,svo_group_selected_choice,svo_group_selected_player,svo_group_selected_player_decision,svo_group_selected_player_payoff,svo_group_non_selected_player_payoff,NLE_nombre_cible,NLE_curseur_position,NLE_payoff,NLE_paid_decision,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,crt_score,nep_1,nep_2,nep_3,nep_4,nep_5,nep_6,nep_7,nep_8,nep_9,nep_10,nep_11,nep_12,nep_13,nep_14,nep_15,nep_score,year_of_birth,gender,nationality,marital_status,student,study_level,study_discipline,socioprofessional_group,experiment_participation
m7r7zl6m,leem9,lrgx3tnx,8,,2,lrgx3tnx_2,,1,4.0,19.0,,,,,,,,195.0,lrgx3tnx_10,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,3.0,2.0,8.0,85.0,85.0,84.58,87.18,2.87,,400.0,0.5,6.0,9.0,15.0,20.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,1.0,5.0,3.0,5.0,56.0,1983.0,0.0,DZ,0.0,1.0,6.0,10.0,,1.0
qjnlrgcl,leem17,lrgx3tnx,8,,2,lrgx3tnx_3,,0,6.0,15.0,,,,,,,,271.0,lrgx3tnx_3,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,1.0,2.0,0.0,85.0,85.0,84.58,84.05,2.97,,100.0,0.5,5.0,6.0,30.0,10.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,2.0,5.0,1.0,2.0,1.0,3.0,3.0,5.0,56.0,1999.0,0.0,FR,0.0,1.0,2.0,2.0,,1.0
4vq5xn6p,leem10,lrgx3tnx,8,,2,lrgx3tnx_5,,0,8.0,16.0,,,,,,,,294.0,lrgx3tnx_7,0.0,8.0,8.0,4.0,0.0,8.0,87.167,68.833,26.872,1.0,2.0,0.0,85.0,85.0,84.58,90.3,2.71,,100.0,0.5,3.0,12.0,30.0,10.0,2.0,0.0,4.0,1.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,50.0,1994.0,1.0,MA,0.0,0.0,5.0,6.0,8.0,1.0
pvj7kie0,leem6,lrgx3tnx,8,,2,lrgx3tnx_4,,0,9.0,17.0,,,,,,,,291.0,lrgx3tnx_6,8.0,8.0,8.0,8.0,0.0,0.0,92.5,44.167,-7.815,3.0,2.0,8.0,85.0,85.0,84.58,82.42,2.89,,2.0,0.5,4.0,4.0,29.0,20.0,0.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,49.0,2002.0,1.0,FR,0.0,1.0,1.0,8.0,,1.0
fhyddvw2,leem13,lrgx3tnx,8,,2,lrgx3tnx_3,,0,5.0,15.0,,,,,,,,251.0,lrgx3tnx_7,0.0,8.0,8.0,5.0,0.0,0.0,90.333,61.167,15.476,1.0,2.0,0.0,85.0,85.0,84.58,82.15,2.88,,200.0,0.5,3.0,9.0,30.0,10.0,2.0,0.0,2.0,1.0,4.0,2.0,4.0,1.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,56.0,1998.0,0.0,LB,0.0,1.0,4.0,2.0,,1.0
ubmlschd,leem4,lrgx3tnx,8,,2,lrgx3tnx_2,,0,7.0,19.0,,,,,,,,228.0,lrgx3tnx_5,0.0,8.0,8.0,3.0,2.0,5.0,85.333,70.5,30.122,4.0,1.0,8.0,85.0,15.0,84.58,86.36,2.91,,2.0,0.25,5.0,12.0,29.0,0.0,0.0,5.0,1.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,48.0,1996.0,0.0,FR,0.0,0.0,3.0,0.0,8.0,1.0
khjp5ejz,leem7,lrgx3tnx,9,,2,lrgx3tnx_6,,0,5.0,13.0,,,,,,,,273.0,lrgx3tnx_6,0.0,8.0,8.0,0.0,4.0,8.0,80.0,80.0,45.0,3.0,2.0,8.0,85.0,85.0,94.21,93.16,2.95,,2.0,0.25,5.0,4.0,29.0,10.0,0.0,6.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,46.0,1995.0,1.0,MA,0.0,1.0,3.0,6.0,,1.0
07gr0v45,leem14,lrgx3tnx,9,,2,lrgx3tnx_1,,1,10.0,25.0,,,,,,,,127.0,lrgx3tnx_10,0.0,8.0,8.0,4.0,4.0,5.0,84.0,70.833,31.497,3.0,2.0,8.0,85.0,85.0,94.21,7.83,0.0,,400.0,0.0,3.0,9.0,16.0,0.0,0.0,1.0,5.0,1.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,1.0,5.0,4.0,1.0,5.0,50.0,1990.0,1.0,HT,0.0,1.0,5.0,6.0,,1.0
xlzww6mi,leem8,lrgx3tnx,9,,2,lrgx3tnx_5,,0,1.0,16.0,,,,,,,,168.0,lrgx3tnx_8,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,4.0,1.0,8.0,85.0,15.0,94.21,93.16,2.95,,2.0,0.25,5.0,4.0,29.0,20.0,0.0,7.0,2.0,2.0,4.0,4.0,4.0,2.0,5.0,2.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,56.0,1995.0,1.0,MA,0.0,1.0,5.0,5.0,,1.0
9g5w364w,leem3,lrgx3tnx,9,,2,lrgx3tnx_6,,1,4.0,13.0,,,,,,,,249.0,lrgx3tnx_9,0.0,8.0,8.0,4.0,2.0,4.0,86.5,68.167,26.461,2.0,1.0,8.0,100.0,50.0,94.21,7.42,0.0,,200.0,0.5,5.0,6.0,15.0,10.0,2.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,2.0,1.0,5.0,1.0,5.0,4.0,5.0,3.0,4.0,56.0,1995.0,0.0,DZ,2.0,1.0,5.0,11.0,,1.0
t2p9wsas,leem2,lrgx3tnx,9,,2,lrgx3tnx_4,,0,1.0,14.0,,,,,,,,172.0,lrgx3tnx_9,0.0,4.0,1.0,3.0,4.0,0.0,78.333,68.167,32.668,2.0,1.0,8.0,100.0,50.0,94.21,90.98,2.84,,400.0,9.0,3.0,3.0,6.0,10.0,2.0,0.0,4.0,5.0,3.0,1.0,5.0,5.0,5.0,4.0,5.0,3.0,1.0,2.0,3.0,5.0,5.0,48.0,1993.0,0.0,DZ,0.0,1.0,5.0,12.0,,1.0
n4xv87jt,leem18,lrgx3tnx,9,,2,lrgx3tnx_4,,1,5.0,14.0,,,,,,,,262.0,lrgx3tnx_4,0.0,8.0,8.0,3.0,4.0,8.0,82.167,74.667,37.482,1.0,2.0,0.0,85.0,85.0,94.21,94.51,2.98,,2.0,0.5,5.0,4.0,29.0,10.0,0.0,5.0,4.0,1.0,5.0,3.0,5.0,5.0,5.0,2.0,3.0,1.0,5.0,1.0,4.0,3.0,4.0,61.0,1994.0,0.0,FR,1.0,0.0,3.0,2.0,5.0,1.0
u1iz0jid,leem11,lrgx3tnx,9,,2,lrgx3tnx_6,,0,4.0,13.0,,,,,,,,249.0,lrgx3tnx_3,0.0,8.0,8.0,5.0,3.0,3.0,86.167,66.5,24.523,1.0,2.0,0.0,85.0,85.0,94.21,94.79,2.97,,200.0,0.5,5.0,3.0,30.0,20.0,0.0,3.0,3.0,2.0,4.0,2.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,55.0,1999.0,0.0,FR,0.0,1.0,2.0,2.0,,1.0
5ewmykt4,leem16,lrgx3tnx,9,,2,lrgx3tnx_3,,0,10.0,23.0,,,,,,,,172.0,lrgx3tnx_4,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,1.0,2.0,0.0,85.0,85.0,94.21,95.06,2.96,,2.0,0.5,5.0,4.0,30.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,47.0,1999.0,1.0,MA,2.0,1.0,3.0,6.0,,1.0
b7arqzdd,leem1,lrgx3tnx,9,,2,lrgx3tnx_5,,0,7.0,16.0,,,,,,,,276.0,lrgx3tnx_2,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,4.0,1.0,8.0,85.0,15.0,94.21,96.82,2.87,,2.0,0.5,2.0,12.0,29.0,80.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,54.0,1999.0,0.0,FR,0.0,1.0,2.0,6.0,,1.0
vgi6tdgv,leem12,lrgx3tnx,9,,2,lrgx3tnx_1,,0,5.0,25.0,,,,,,,,138.0,lrgx3tnx_5,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,4.0,1.0,8.0,85.0,15.0,94.21,95.19,2.95,,2.0,0.25,5.0,4.0,29.0,20.0,0.0,7.0,4.0,2.0,4.0,3.0,5.0,4.0,5.0,2.0,5.0,2.0,2.0,4.0,5.0,4.0,4.0,55.0,1997.0,1.0,FR,0.0,1.0,4.0,19.0,,1.0
58to96jb,leem5,lrgx3tnx,9,,2,lrgx3tnx_2,,1,7.0,20.0,,,,,,,,213.0,lrgx3tnx_8,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,4.0,1.0,8.0,85.0,15.0,94.21,0.0,0.0,,200.0,0.25,3.0,9.0,15.0,20.0,0.0,3.0,1.0,1.0,5.0,2.0,4.0,5.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0,53.0,1997.0,1.0,CI,0.0,1.0,4.0,6.0,,1.0
ajfmc5rg,leem15,lrgx3tnx,9,,2,lrgx3tnx_1,,0,10.0,25.0,,,,,,,,127.0,lrgx3tnx_2,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,4.0,1.0,8.0,85.0,15.0,94.21,96.28,2.9,,200.0,0.5,5.0,4.0,29.0,10.0,0.0,4.0,4.0,2.0,5.0,3.0,5.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,3.0,1.0,5.0,68.0,1999.0,0.0,FR,0.0,1.0,4.0,6.0,,1.0
m7r7zl6m,leem9,lrgx3tnx,9,,2,lrgx3tnx_2,,0,5.0,20.0,,,,,,,,195.0,lrgx3tnx_10,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,3.0,2.0,8.0,85.0,85.0,94.21,98.86,2.77,,400.0,0.5,6.0,9.0,15.0,20.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,1.0,5.0,3.0,5.0,56.0,1983.0,0.0,DZ,0.0,1.0,6.0,10.0,,1.0
qjnlrgcl,leem17,lrgx3tnx,9,,2,lrgx3tnx_3,,0,7.0,23.0,,,,,,,,165.0,lrgx3tnx_3,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,1.0,2.0,0.0,85.0,85.0,94.21,95.87,2.92,,100.0,0.5,5.0,6.0,30.0,10.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,2.0,5.0,1.0,2.0,1.0,3.0,3.0,5.0,56.0,1999.0,0.0,FR,0.0,1.0,2.0,2.0,,1.0
4vq5xn6p,leem10,lrgx3tnx,9,,2,lrgx3tnx_5,,1,8.0,16.0,,,,,,,,294.0,lrgx3tnx_7,0.0,8.0,8.0,4.0,0.0,8.0,87.167,68.833,26.872,1.0,2.0,0.0,85.0,85.0,94.21,95.47,2.94,,100.0,0.5,3.0,12.0,30.0,10.0,2.0,0.0,4.0,1.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,50.0,1994.0,1.0,MA,0.0,0.0,5.0,6.0,8.0,1.0
pvj7kie0,leem6,lrgx3tnx,9,,2,lrgx3tnx_4,,0,8.0,14.0,,,,,,,,330.0,lrgx3tnx_6,8.0,8.0,8.0,8.0,0.0,0.0,92.5,44.167,-7.815,3.0,2.0,8.0,85.0,85.0,94.21,91.66,2.87,,2.0,0.5,4.0,4.0,29.0,20.0,0.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,49.0,2002.0,1.0,FR,0.0,1.0,1.0,8.0,,1.0
fhyddvw2,leem13,lrgx3tnx,9,,2,lrgx3tnx_3,,1,6.0,23.0,,,,,,,,163.0,lrgx3tnx_7,0.0,8.0,8.0,5.0,0.0,0.0,90.333,61.167,15.476,1.0,2.0,0.0,85.0,85.0,94.21,95.33,2.94,,200.0,0.5,3.0,9.0,30.0,10.0,2.0,0.0,2.0,1.0,4.0,2.0,4.0,1.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,56.0,1998.0,0.0,LB,0.0,1.0,4.0,2.0,,1.0
ubmlschd,leem4,lrgx3tnx,9,,2,lrgx3tnx_2,,0,8.0,20.0,,,,,,,,222.0,lrgx3tnx_5,0.0,8.0,8.0,3.0,2.0,5.0,85.333,70.5,30.122,4.0,1.0,8.0,85.0,15.0,94.21,92.75,2.93,,2.0,0.25,5.0,12.0,29.0,0.0,0.0,5.0,1.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,48.0,1996.0,0.0,FR,0.0,0.0,3.0,0.0,8.0,1.0
khjp5ejz,leem7,lrgx3tnx,10,,2,lrgx3tnx_6,,0,5.0,13.0,,,,,,,,273.0,lrgx3tnx_6,0.0,8.0,8.0,0.0,4.0,8.0,80.0,80.0,45.0,3.0,2.0,8.0,85.0,85.0,5.87,4.84,2.95,,2.0,0.25,5.0,4.0,29.0,10.0,0.0,6.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,46.0,1995.0,1.0,MA,0.0,1.0,3.0,6.0,,1.0
07gr0v45,leem14,lrgx3tnx,10,,2,lrgx3tnx_1,,0,10.0,24.0,,,,,,,,150.0,lrgx3tnx_10,0.0,8.0,8.0,4.0,4.0,5.0,84.0,70.833,31.497,3.0,2.0,8.0,85.0,85.0,5.87,7.56,2.92,,400.0,0.0,3.0,9.0,16.0,0.0,0.0,1.0,5.0,1.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,1.0,5.0,4.0,1.0,5.0,50.0,1990.0,1.0,HT,0.0,1.0,5.0,6.0,,1.0
xlzww6mi,leem8,lrgx3tnx,10,,2,lrgx3tnx_5,,0,1.0,17.0,,,,,,,,165.0,lrgx3tnx_8,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,4.0,1.0,8.0,85.0,15.0,5.87,4.3,2.92,,2.0,0.25,5.0,4.0,29.0,20.0,0.0,7.0,2.0,2.0,4.0,4.0,4.0,2.0,5.0,2.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,56.0,1995.0,1.0,MA,0.0,1.0,5.0,5.0,,1.0
9g5w364w,leem3,lrgx3tnx,10,,2,lrgx3tnx_6,,1,5.0,13.0,,,,,,,,273.0,lrgx3tnx_9,0.0,8.0,8.0,4.0,2.0,4.0,86.5,68.167,26.461,2.0,1.0,8.0,100.0,50.0,5.87,8.78,2.85,,200.0,0.5,5.0,6.0,15.0,10.0,2.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,2.0,1.0,5.0,1.0,5.0,4.0,5.0,3.0,4.0,56.0,1995.0,0.0,DZ,2.0,1.0,5.0,11.0,,1.0
t2p9wsas,leem2,lrgx3tnx,10,,2,lrgx3tnx_4,,0,9.0,23.0,,,,,,,,170.0,lrgx3tnx_9,0.0,4.0,1.0,3.0,4.0,0.0,78.333,68.167,32.668,2.0,1.0,8.0,100.0,50.0,5.87,1.31,2.77,,400.0,9.0,3.0,3.0,6.0,10.0,2.0,0.0,4.0,5.0,3.0,1.0,5.0,5.0,5.0,4.0,5.0,3.0,1.0,2.0,3.0,5.0,5.0,48.0,1993.0,0.0,DZ,0.0,1.0,5.0,12.0,,1.0
n4xv87jt,leem18,lrgx3tnx,10,,2,lrgx3tnx_4,,1,7.0,23.0,,,,,,,,165.0,lrgx3tnx_4,0.0,8.0,8.0,3.0,4.0,8.0,82.167,74.667,37.482,1.0,2.0,0.0,85.0,85.0,5.87,4.43,2.93,,2.0,0.5,5.0,4.0,29.0,10.0,0.0,5.0,4.0,1.0,5.0,3.0,5.0,5.0,5.0,2.0,3.0,1.0,5.0,1.0,4.0,3.0,4.0,61.0,1994.0,0.0,FR,1.0,0.0,3.0,2.0,5.0,1.0
u1iz0jid,leem11,lrgx3tnx,10,,2,lrgx3tnx_6,,0,3.0,13.0,,,,,,,,224.0,lrgx3tnx_3,0.0,8.0,8.0,5.0,3.0,3.0,86.167,66.5,24.523,1.0,2.0,0.0,85.0,85.0,5.87,2.8,2.85,,200.0,0.5,5.0,3.0,30.0,20.0,0.0,3.0,3.0,2.0,4.0,2.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,55.0,1999.0,0.0,FR,0.0,1.0,2.0,2.0,,1.0
5ewmykt4,leem16,lrgx3tnx,10,,2,lrgx3tnx_3,,0,5.0,17.0,,,,,,,,228.0,lrgx3tnx_4,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,1.0,2.0,0.0,85.0,85.0,5.87,2.39,2.83,,2.0,0.5,5.0,4.0,30.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,47.0,1999.0,1.0,MA,2.0,1.0,3.0,6.0,,1.0
b7arqzdd,leem1,lrgx3tnx,10,,2,lrgx3tnx_5,,1,7.0,17.0,,,,,,,,260.0,lrgx3tnx_2,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,4.0,1.0,8.0,85.0,15.0,5.87,3.21,2.87,,2.0,0.5,2.0,12.0,29.0,80.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,54.0,1999.0,0.0,FR,0.0,1.0,2.0,6.0,,1.0
vgi6tdgv,leem12,lrgx3tnx,10,,2,lrgx3tnx_1,,0,4.0,24.0,,,,,,,,150.0,lrgx3tnx_5,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,4.0,1.0,8.0,85.0,15.0,5.87,4.3,2.92,,2.0,0.25,5.0,4.0,29.0,20.0,0.0,7.0,4.0,2.0,4.0,3.0,5.0,4.0,5.0,2.0,5.0,2.0,2.0,4.0,5.0,4.0,4.0,55.0,1997.0,1.0,FR,0.0,1.0,4.0,19.0,,1.0
58to96jb,leem5,lrgx3tnx,10,,2,lrgx3tnx_2,,1,8.0,22.0,,,,,,,,186.0,lrgx3tnx_8,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,4.0,1.0,8.0,85.0,15.0,5.87,0.0,2.71,,200.0,0.25,3.0,9.0,15.0,20.0,0.0,3.0,1.0,1.0,5.0,2.0,4.0,5.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0,53.0,1997.0,1.0,CI,0.0,1.0,4.0,6.0,,1.0
ajfmc5rg,leem15,lrgx3tnx,10,,2,lrgx3tnx_1,,1,10.0,24.0,,,,,,,,150.0,lrgx3tnx_2,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,4.0,1.0,8.0,85.0,15.0,5.87,4.57,2.94,,200.0,0.5,5.0,4.0,29.0,10.0,0.0,4.0,4.0,2.0,5.0,3.0,5.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,3.0,1.0,5.0,68.0,1999.0,0.0,FR,0.0,1.0,4.0,6.0,,1.0
m7r7zl6m,leem9,lrgx3tnx,10,,2,lrgx3tnx_2,,0,7.0,22.0,,,,,,,,181.0,lrgx3tnx_10,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,3.0,2.0,8.0,85.0,85.0,5.87,3.35,2.87,,400.0,0.5,6.0,9.0,15.0,20.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,1.0,5.0,3.0,5.0,56.0,1983.0,0.0,DZ,0.0,1.0,6.0,10.0,,1.0
qjnlrgcl,leem17,lrgx3tnx,10,,2,lrgx3tnx_3,,1,7.0,17.0,,,,,,,,260.0,lrgx3tnx_3,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,1.0,2.0,0.0,85.0,85.0,5.87,2.53,2.83,,100.0,0.5,5.0,6.0,30.0,10.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,2.0,5.0,1.0,2.0,1.0,3.0,3.0,5.0,56.0,1999.0,0.0,FR,0.0,1.0,2.0,2.0,,1.0
4vq5xn6p,leem10,lrgx3tnx,10,,2,lrgx3tnx_5,,0,9.0,17.0,,,,,,,,291.0,lrgx3tnx_7,0.0,8.0,8.0,4.0,0.0,8.0,87.167,68.833,26.872,1.0,2.0,0.0,85.0,85.0,5.87,3.21,2.87,,100.0,0.5,3.0,12.0,30.0,10.0,2.0,0.0,4.0,1.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,50.0,1994.0,1.0,MA,0.0,0.0,5.0,6.0,8.0,1.0
pvj7kie0,leem6,lrgx3tnx,10,,2,lrgx3tnx_4,,0,7.0,23.0,,,,,,,,165.0,lrgx3tnx_6,8.0,8.0,8.0,8.0,0.0,0.0,92.5,44.167,-7.815,3.0,2.0,8.0,85.0,85.0,5.87,3.62,2.89,,2.0,0.5,4.0,4.0,29.0,20.0,0.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,49.0,2002.0,1.0,FR,0.0,1.0,1.0,8.0,,1.0
fhyddvw2,leem13,lrgx3tnx,10,,2,lrgx3tnx_3,,0,5.0,17.0,,,,,,,,228.0,lrgx3tnx_7,0.0,8.0,8.0,5.0,0.0,0.0,90.333,61.167,15.476,1.0,2.0,0.0,85.0,85.0,5.87,1.44,2.78,,200.0,0.5,3.0,9.0,30.0,10.0,2.0,0.0,2.0,1.0,4.0,2.0,4.0,1.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,56.0,1998.0,0.0,LB,0.0,1.0,4.0,2.0,,1.0
ubmlschd,leem4,lrgx3tnx,10,,2,lrgx3tnx_2,,0,7.0,22.0,,,,,,,,181.0,lrgx3tnx_5,0.0,8.0,8.0,3.0,2.0,5.0,85.333,70.5,30.122,4.0,1.0,8.0,85.0,15.0,5.87,5.38,2.98,,2.0,0.25,5.0,12.0,29.0,0.0,0.0,5.0,1.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,48.0,1996.0,0.0,FR,0.0,0.0,3.0,0.0,8.0,1.0
khjp5ejz,leem7,lrgx3tnx,11,0.0,2,lrgx3tnx_6,,0,5.0,13.0,1.0,3.0,0.0,1.0,,,,273.0,lrgx3tnx_6,0.0,8.0,8.0,0.0,4.0,8.0,80.0,80.0,45.0,3.0,2.0,8.0,85.0,85.0,64.9,69.79,2.76,,2.0,0.25,5.0,4.0,29.0,10.0,0.0,6.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,46.0,1995.0,1.0,MA,0.0,1.0,3.0,6.0,,1.0
07gr0v45,leem14,lrgx3tnx,11,0.0,2,lrgx3tnx_1,,1,10.0,18.0,0.0,0.0,3.0,0.0,10.0,30.0,10.0,15.0,lrgx3tnx_10,0.0,8.0,8.0,4.0,4.0,5.0,84.0,70.833,31.497,3.0,2.0,8.0,85.0,85.0,64.9,9.19,0.21,,400.0,0.0,3.0,9.0,16.0,0.0,0.0,1.0,5.0,1.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,1.0,5.0,4.0,1.0,5.0,50.0,1990.0,1.0,HT,0.0,1.0,5.0,6.0,,1.0
xlzww6mi,leem8,lrgx3tnx,11,0.0,2,lrgx3tnx_5,,1,5.0,19.0,0.0,2.0,1.0,0.0,5.0,15.0,5.0,251.0,lrgx3tnx_8,0.0,8.0,8.0,8.0,0.0,0.0,92.5,55.833,7.815,4.0,1.0,8.0,85.0,15.0,64.9,62.86,2.9,,2.0,0.25,5.0,4.0,29.0,20.0,0.0,7.0,2.0,2.0,4.0,4.0,4.0,2.0,5.0,2.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,56.0,1995.0,1.0,MA,0.0,1.0,5.0,5.0,,1.0
9g5w364w,leem3,lrgx3tnx,11,0.0,2,lrgx3tnx_6,,1,4.0,13.0,1.0,3.0,0.0,1.0,,,,249.0,lrgx3tnx_9,0.0,8.0,8.0,4.0,2.0,4.0,86.5,68.167,26.461,2.0,1.0,8.0,100.0,50.0,64.9,12.99,0.4,,200.0,0.5,5.0,6.0,15.0,10.0,2.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,2.0,1.0,5.0,1.0,5.0,4.0,5.0,3.0,4.0,56.0,1995.0,0.0,DZ,2.0,1.0,5.0,11.0,,1.0
t2p9wsas,leem2,lrgx3tnx,11,0.0,2,lrgx3tnx_4,,1,6.0,19.0,1.0,3.0,0.0,1.0,,,,217.0,lrgx3tnx_9,0.0,4.0,1.0,3.0,4.0,0.0,78.333,68.167,32.668,2.0,1.0,8.0,100.0,50.0,64.9,43.97,1.95,,400.0,9.0,3.0,3.0,6.0,10.0,2.0,0.0,4.0,5.0,3.0,1.0,5.0,5.0,5.0,4.0,5.0,3.0,1.0,2.0,3.0,5.0,5.0,48.0,1993.0,0.0,DZ,0.0,1.0,5.0,12.0,,1.0
n4xv87jt,leem18,lrgx3tnx,11,0.0,2,lrgx3tnx_4,,0,5.0,19.0,1.0,3.0,0.0,1.0,,,,206.0,lrgx3tnx_4,0.0,8.0,8.0,3.0,4.0,8.0,82.167,74.667,37.482,1.0,2.0,0.0,85.0,85.0,64.9,60.41,2.78,,2.0,0.5,5.0,4.0,29.0,10.0,0.0,5.0,4.0,1.0,5.0,3.0,5.0,5.0,5.0,2.0,3.0,1.0,5.0,1.0,4.0,3.0,4.0,61.0,1994.0,0.0,FR,1.0,0.0,3.0,2.0,5.0,1.0
u1iz0jid,leem11,lrgx3tnx,11,0.0,2,lrgx3tnx_6,,0,4.0,13.0,1.0,3.0,0.0,1.0,,,,249.0,lrgx3tnx_3,0.0,8.0,8.0,5.0,3.0,3.0,86.167,66.5,24.523,1.0,2.0,0.0,85.0,85.0,64.9,55.25,2.52,,200.0,0.5,5.0,3.0,30.0,20.0,0.0,3.0,3.0,2.0,4.0,2.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,55.0,1999.0,0.0,FR,0.0,1.0,2.0,2.0,,1.0
